Date,Hour,Emission Factor (kg CO2 per kWh)
2025-01-01,19,0.577282
2025-01-01,20,0.57559
2025-01-01,21,0.553959
2025-01-01,22,0.614568
2025-01-01,23,0.61609
2025-01-01,24,0.547894
2025-01-04,1,0.601072
2025-01-04,2,0.563034
2025-01-04,3,0.63145
2025-01-04,4,0.638218
2025-01-04,5,0.624156
2025-01-04,6,0.593964
2025-01-04,7,0.572432
2025-01-04,8,0.533705
2025-01-04,9,0.551831
2025-01-04,10,0.551335
2025-01-04,11,0.604338
2025-01-04,12,0.57442
2025-01-04,13,0.595885
2025-01-04,14,0.603337
2025-01-04,15,0.562301
2025-01-04,16,0.538737
2025-01-04,17,0.540223
2025-01-04,18,0.540289
2025-01-04,19,0.57434
2025-01-04,20,0.589438
2025-01-04,21,0.587463
2025-01-04,22,0.549805
2025-01-04,23,0.574743
2025-01-04,24,0.572142
2025-01-05,1,0.574603
2025-01-05,2,0.592438
2025-01-05,3,0.621044
2025-01-05,4,0.609952
2025-01-05,5,0.635709
2025-01-05,6,0.579195
2025-01-05,7,0.548457
2025-01-05,8,0.553903
2025-01-05,9,0.567051
2025-01-05,10,0.591373
2025-01-05,11,0.574725
2025-01-05,12,0.582693
2025-01-05,13,0.621119
2025-01-05,14,0.619609
2025-01-05,15,0.585743
2025-01-05,16,0.57925
2025-01-05,17,0.585852
2025-01-05,18,0.571328
2025-01-05,19,0.557565
2025-01-05,20,0.572227
2025-01-05,21,0.576892
2025-01-05,22,0.552111
2025-01-05,23,0.586591
2025-01-05,24,0.569813
